sentence,PIE,true_idioms,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids
Cäsar hat den Rubikon überschritten.,['den Ruikon überschreiten'],[],False,2,"Der Vorstandsvorsitzende Cäsar Schmidt hatte gegen den Rat aller die feindliche Übernahme eingeleitet, und als die Nachricht die Runde machte, war allen klar, dass es kein Zurück mehr gab, Cäsar hat den Rubikon überschritten.","['Der', 'Vorstandsvorsitzende', 'Cäsar', 'Schmidt', 'hatte', 'gegen', 'den', 'Rat', 'aller', 'die', 'feindliche', 'Übernahme', 'eingeleitet', ',', 'und', 'als', 'die', 'Nachricht', 'die', 'Runde', 'machte', ',', 'war', 'allen', 'klar', ',', 'dass', 'es', 'kein', 'Zurück', 'mehr', 'gab', ',', 'Cäsar', 'hat', 'den', 'Rubikon', 'überschritten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cäsar hat den Rubikon überschritten.,['den Ruikon überschreiten'],[],False,3,"In der politischen Debatte über die unumkehrbaren Folgen des neuen Gesetzes und den Punkt, an dem eine diplomatische Lösung unmöglich wurde, versuchte der Moderator, die Diskussion mit einem historischen Paradebeispiel zu verankern, Cäsar hat den Rubikon überschritten.","['In', 'der', 'politischen', 'Debatte', 'über', 'die', 'unumkehrbaren', 'Folgen', 'des', 'neuen', 'Gesetzes', 'und', 'den', 'Punkt', ',', 'an', 'dem', 'eine', 'diplomatische', 'Lösung', 'unmöglich', 'wurde', ',', 'versuchte', 'der', 'Moderator', ',', 'die', 'Diskussion', 'mit', 'einem', 'historischen', 'Paradebeispiel', 'zu', 'verankern', ',', 'Cäsar', 'hat', 'den', 'Rubikon', 'überschritten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cäsar hat den Rubikon überschritten.,['den Ruikon überschreiten'],[],False,4,"Der Biograf suchte nach dem perfekten Satz, um den Moment zu beschreiben, in dem der von ihm porträtierte Unternehmer sein gesamtes Vermögen in ein riskantes Projekt investierte und damit seine Familie vor vollendete Tatsachen stellte; schließlich fand er die ultimative Metapher für diesen Wendepunkt, Cäsar hat den Rubikon überschritten.","['Der', 'Biograf', 'suchte', 'nach', 'dem', 'perfekten', 'Satz', ',', 'um', 'den', 'Moment', 'zu', 'beschreiben', ',', 'in', 'dem', 'der', 'von', 'ihm', 'porträtierte', 'Unternehmer', 'sein', 'gesamtes', 'Vermögen', 'in', 'ein', 'riskantes', 'Projekt', 'investierte', 'und', 'damit', 'seine', 'Familie', 'vor', 'vollendete', 'Tatsachen', 'stellte', ';', 'schließlich', 'fand', 'er', 'die', 'ultimative', 'Metapher', 'für', 'diesen', 'Wendepunkt', ',', 'Cäsar', 'hat', 'den', 'Rubikon', 'überschritten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cäsar hat den Rubikon überschritten.,['den Ruikon überschreiten'],[],False,5,"Nachdem der Klient seinem Therapeuten gestanden hatte, dass er seine Affäre beendet und sich endgültig für seine Ehe entschieden hatte, notierte der Therapeut in seinen Unterlagen den Archetyp für eine solch unwiderrufliche Lebensentscheidung, Cäsar hat den Rubikon überschritten.","['Nachdem', 'der', 'Klient', 'seinem', 'Therapeuten', 'gestanden', 'hatte', ',', 'dass', 'er', 'seine', 'Affäre', 'beendet', 'und', 'sich', 'endgültig', 'für', 'seine', 'Ehe', 'entschieden', 'hatte', ',', 'notierte', 'der', 'Therapeut', 'in', 'seinen', 'Unterlagen', 'den', 'Archetyp', 'für', 'eine', 'solch', 'unwiderrufliche', 'Lebensentscheidung', ',', 'Cäsar', 'hat', 'den', 'Rubikon', 'überschritten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",['über Nacht'],[],False,1,"In einer Firma, die für ihre abrupten Personalentscheidungen und blitzschnellen Beförderungen bekannt ist, Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","['In', 'einer', 'Firma', ',', 'die', 'für', 'ihre', 'abrupten', 'Personalentscheidungen', 'und', 'blitzschnellen', 'Beförderungen', 'bekannt', 'ist', ',', 'Michael', 'Portillo', 'beschrieb', 'seine', 'derzeitige', 'Verwendung', ',', 'traf', 'den', 'Direktor', 'und', 'blieb', 'über', 'Nacht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",['über Nacht'],[],False,2,"Angesichts der eskalierenden Regierungskrise und der Notwendigkeit, schnell eine neue Kabinettsposition zu besetzen, Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","['Angesichts', 'der', 'eskalierenden', 'Regierungskrise', 'und', 'der', 'Notwendigkeit', ',', 'schnell', 'eine', 'neue', 'Kabinettsposition', 'zu', 'besetzen', ',', 'Michael', 'Portillo', 'beschrieb', 'seine', 'derzeitige', 'Verwendung', ',', 'traf', 'den', 'Direktor', 'und', 'blieb', 'über', 'Nacht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",['über Nacht'],[],False,3,"Um den rasanten Aufstieg einer Medienpersönlichkeit zu illustrieren, deren Karriere sich nach nur einem einzigen Interview komplett wandelte, Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","['Um', 'den', 'rasanten', 'Aufstieg', 'einer', 'Medienpersönlichkeit', 'zu', 'illustrieren', ',', 'deren', 'Karriere', 'sich', 'nach', 'nur', 'einem', 'einzigen', 'Interview', 'komplett', 'wandelte', ',', 'Michael', 'Portillo', 'beschrieb', 'seine', 'derzeitige', 'Verwendung', ',', 'traf', 'den', 'Direktor', 'und', 'blieb', 'über', 'Nacht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",['über Nacht'],[],False,4,"Nachdem der Hauptdarsteller unerwartet erkrankte und die Premiere auf dem Spiel stand, Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","['Nachdem', 'der', 'Hauptdarsteller', 'unerwartet', 'erkrankte', 'und', 'die', 'Premiere', 'auf', 'dem', 'Spiel', 'stand', ',', 'Michael', 'Portillo', 'beschrieb', 'seine', 'derzeitige', 'Verwendung', ',', 'traf', 'den', 'Direktor', 'und', 'blieb', 'über', 'Nacht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.",['über Nacht'],[],False,5,"Der Plan für seine Einarbeitung war extrem aggressiv und auf sofortige Ergebnisse ausgelegt; Michael Portillo beschrieb seine derzeitige Verwendung, traf den Direktor und blieb über Nacht.","['Der', 'Plan', 'für', 'seine', 'Einarbeitung', 'war', 'extrem', 'aggressiv', 'und', 'auf', 'sofortige', 'Ergebnisse', 'ausgelegt', ';', 'Michael', 'Portillo', 'beschrieb', 'seine', 'derzeitige', 'Verwendung', ',', 'traf', 'den', 'Direktor', 'und', 'blieb', 'über', 'Nacht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,1,"Niemand im Forschungsteam glaubte, dass die komplexen Daten so schnell ausgewertet werden könnten, doch dann lag das Ergebnis plötzlich auf dem Tisch und der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Niemand', 'im', 'Forschungsteam', 'glaubte', ',', 'dass', 'die', 'komplexen', 'Daten', 'so', 'schnell', 'ausgewertet', 'werden', 'könnten', ',', 'doch', 'dann', 'lag', 'das', 'Ergebnis', 'plötzlich', 'auf', 'dem', 'Tisch', 'und', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,2,"Die Unternehmensführung dachte, sie hätte ihre neuen Energiesparmaßnahmen erfolgreich umgesetzt, bis eine schockierende Analyse alles änderte; der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Die', 'Unternehmensführung', 'dachte', ',', 'sie', 'hätte', 'ihre', 'neuen', 'Energiesparmaßnahmen', 'erfolgreich', 'umgesetzt', ',', 'bis', 'eine', 'schockierende', 'Analyse', 'alles', 'änderte', ';', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,3,"Nach einem unangekündigten Systemupdate, das die Energieprofile vieler Rechner drastisch veränderte, zeigte sich ein überraschendes Ergebnis, denn der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Nach', 'einem', 'unangekündigten', 'Systemupdate', ',', 'das', 'die', 'Energieprofile', 'vieler', 'Rechner', 'drastisch', 'veränderte', ',', 'zeigte', 'sich', 'ein', 'überraschendes', 'Ergebnis', ',', 'denn', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,4,"Die Aktienkurse von Hardwareherstellern brachen unerwartet ein, als neue Regulierungen befürchtet wurden und gleichzeitig der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Die', 'Aktienkurse', 'von', 'Hardwareherstellern', 'brachen', 'unerwartet', 'ein', ',', 'als', 'neue', 'Regulierungen', 'befürchtet', 'wurden', 'und', 'gleichzeitig', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.",['über Nacht'],[],False,5,"Das Problem der Energieverschwendung wurde erst akut, als eine plötzliche technologische Wende die alten Gewohnheiten der Mitarbeiter offenbarte, denn der PC Energie Bericht ergab, dass fast die Hälfte aller beruflich genutzten PCs in den USA über Nacht regelmäßig nicht ausgeschaltet werden.","['Das', 'Problem', 'der', 'Energieverschwendung', 'wurde', 'erst', 'akut', ',', 'als', 'eine', 'plötzliche', 'technologische', 'Wende', 'die', 'alten', 'Gewohnheiten', 'der', 'Mitarbeiter', 'offenbarte', ',', 'denn', 'der', 'PC', 'Energie', 'Bericht', 'ergab', ',', 'dass', 'fast', 'die', 'Hälfte', 'aller', 'beruflich', 'genutzten', 'PCs', 'in', 'den', 'USA', 'über', 'Nacht', 'regelmäßig', 'nicht', 'ausgeschaltet', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.",['Mit  anderen  Worten'],[],False,1,"Die erste Formulierung des Arguments basierte rein auf mathematischer Logik und stieß auf Unverständnis, weshalb der Philosoph gezwungen war, seine Schlussfolgerung durch eine zugänglichere Analogie auszudrücken, mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.","['Die', 'erste', 'Formulierung', 'des', 'Arguments', 'basierte', 'rein', 'auf', 'mathematischer', 'Logik', 'und', 'stieß', 'auf', 'Unverständnis', ',', 'weshalb', 'der', 'Philosoph', 'gezwungen', 'war', ',', 'seine', 'Schlussfolgerung', 'durch', 'eine', 'zugänglichere', 'Analogie', 'auszudrücken', ',', 'mit', 'anderen', 'Worten', ':', 'Wir', 'sind', 'zu', '95', '%', 'sicher', ',', 'dass', 'wir', 'in', 'den', 'letzten', '95', '%', 'aller', 'Menschen', 'liegen', ',', 'die', 'jemals', 'geboren', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.",['Mit  anderen  Worten'],[],False,2,"Eine direkte, mechanische Übersetzung des alten Manuskripts war völlig unverständlich, doch die Anwendung einer semantisch verwandten, aber lexikalisch unterschiedlichen Begriffsfamilie offenbarte die prophetische Kernaussage, mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.","['Eine', 'direkte', ',', 'mechanische', 'Übersetzung', 'des', 'alten', 'Manuskripts', 'war', 'völlig', 'unverständlich', ',', 'doch', 'die', 'Anwendung', 'einer', 'semantisch', 'verwandten', ',', 'aber', 'lexikalisch', 'unterschiedlichen', 'Begriffsfamilie', 'offenbarte', 'die', 'prophetische', 'Kernaussage', ',', 'mit', 'anderen', 'Worten', ':', 'Wir', 'sind', 'zu', '95', '%', 'sicher', ',', 'dass', 'wir', 'in', 'den', 'letzten', '95', '%', 'aller', 'Menschen', 'liegen', ',', 'die', 'jemals', 'geboren', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.",['Mit  anderen  Worten'],[],False,3,"Nachdem die ersten Entwürfe des KI-Orakels als zu kryptisch abgelehnt wurden, erhielt es die Anweisung, die Prognose mit einem völlig neuen semantischen Datensatz zu formulieren, mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.","['Nachdem', 'die', 'ersten', 'Entwürfe', 'des', 'KI', '-', 'Orakels', 'als', 'zu', 'kryptisch', 'abgelehnt', 'wurden', ',', 'erhielt', 'es', 'die', 'Anweisung', ',', 'die', 'Prognose', 'mit', 'einem', 'völlig', 'neuen', 'semantischen', 'Datensatz', 'zu', 'formulieren', ',', 'mit', 'anderen', 'Worten', ':', 'Wir', 'sind', 'zu', '95', '%', 'sicher', ',', 'dass', 'wir', 'in', 'den', 'letzten', '95', '%', 'aller', 'Menschen', 'liegen', ',', 'die', 'jemals', 'geboren', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.",['Mit  anderen  Worten'],[],False,4,"Der Redner musste die komplexe Hypothese ohne die üblichen Fachtermini erklären und griff daher auf eine bildhaftere, einfachere Sprache zurück, mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.","['Der', 'Redner', 'musste', 'die', 'komplexe', 'Hypothese', 'ohne', 'die', 'üblichen', 'Fachtermini', 'erklären', 'und', 'griff', 'daher', 'auf', 'eine', 'bildhaftere', ',', 'einfachere', 'Sprache', 'zurück', ',', 'mit', 'anderen', 'Worten', ':', 'Wir', 'sind', 'zu', '95', '%', 'sicher', ',', 'dass', 'wir', 'in', 'den', 'letzten', '95', '%', 'aller', 'Menschen', 'liegen', ',', 'die', 'jemals', 'geboren', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
