sentence,PIE,true_idioms,is_figurative,tokens,tags,tag_ids,is_valid
"Smith is good at detail, but can't see the forest for the trees.",['see the forest for the trees'],['see the forest for the trees'],True,"['Smith ', 'is ', 'good ', 'at ', 'detail', ', ', 'but ', 'ca', ""n't "", 'see ', 'the ', 'forest ', 'for ', 'the ', 'trees', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0]",True
"If Tony Blair is such an utterly busted flush of a leader, why are so many Tories and their outriders so keen to have this Prime Minister gone before he can fight another election?",['busted flush'],['busted flush'],True,"['If ', 'Tony ', 'Blair ', 'is ', 'such ', 'an ', 'utterly ', 'busted ', 'flush ', 'of ', 'a ', 'leader', ', ', 'why ', 'are ', 'so ', 'many ', 'Tories ', 'and ', 'their ', 'outriders ', 'so ', 'keen ', 'to ', 'have ', 'this ', 'Prime ', 'Minister ', 'gone ', 'before ', 'he ', 'can ', 'fight ', 'another ', 'election', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"In one of the rare cinematic depictions of an older woman as sexually attractive and active, Moreau also contributes to the end of Syl′s innocence by seducing him in the summer house. No mutton dressed as lamb could have done better!",['mutton dressed as lamb'],['mutton dressed as lamb'],True,"['In ', 'one ', 'of ', 'the ', 'rare ', 'cinematic ', 'depictions ', 'of ', 'an ', 'older ', 'woman ', 'as ', 'sexually ', 'attractive ', 'and ', 'active', ', ', 'Moreau ', 'also ', 'contributes ', 'to ', 'the ', 'end ', 'of ', 'Syl′s ', 'innocence ', 'by ', 'seducing ', 'him ', 'in ', 'the ', 'summer ', 'house', '. ', 'No ', 'mutton ', 'dressed ', 'as ', 'lamb ', 'could ', 'have ', 'done ', 'better', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]",True
"Luckily, the members of the committee were on the same wavelength, so we didn't have endless discussions about what words meant.",['on the same wavelength'],['on the same wavelength'],True,"['Luckily', ', ', 'the ', 'members ', 'of ', 'the ', 'committee ', 'were ', 'on ', 'the ', 'same ', 'wavelength', ', ', 'so ', 'we ', 'did', ""n't "", 'have ', 'endless ', 'discussions ', 'about ', 'what ', 'words ', 'meant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"What's the matter with Fred? Oh, he's just having a bad hair day.",['bad hair day'],['bad hair day'],True,"['What', ""'s "", 'the ', 'matter ', 'with ', 'Fred', '? ', 'Oh', ', ', 'he', ""'s "", 'just ', 'having ', 'a ', 'bad ', 'hair ', 'day', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
People with your skills are ten a penny these days.,['ten a penny'],['ten a penny'],True,"['People ', 'with ', 'your ', 'skills ', 'are ', 'ten ', 'a ', 'penny ', 'these ', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]",True
People with your skills are a dime a dozen these days.,['a dime a dozen'],['a dime a dozen'],True,"['People ', 'with ', 'your ', 'skills ', 'are ', 'a ', 'dime ', 'a ', 'dozen ', 'these ', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0]",True
"Ouch, I just hit my funny bone.",['funny bone'],['funny bone'],True,"['Ouch', ', ', 'I ', 'just ', 'hit ', 'my ', 'funny ', 'bone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",True
His wisecracks always tickle my funny bone.,['funny bone'],['funny bone'],True,"['His ', 'wisecracks ', 'always ', 'tickle ', 'my ', 'funny ', 'bone', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 1, 2, 0]",True
"There, on the ramparts of the forts, stood Nicholas Koorn, armed to the teeth, flourishing a brass-hilted sword.",['armed to the teeth'],['armed to the teeth'],True,"['There', ', ', 'on ', 'the ', 'ramparts ', 'of ', 'the ', 'forts', ', ', 'stood ', 'Nicholas ', 'Koorn', ', ', 'armed ', 'to ', 'the ', 'teeth', ', ', 'flourishing ', 'a ', 'brass', '-', 'hilted ', 'sword', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"The battery lasts a day in my phone, but your mileage may vary.",['your mileage may vary'],['your mileage may vary'],True,"['The ', 'battery ', 'lasts ', 'a ', 'day ', 'in ', 'my ', 'phone', ', ', 'but ', 'your ', 'mileage ', 'may ', 'vary', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
"I think that red dress looks really good on you, but your mileage may vary, of course.",['your mileage may vary'],['your mileage may vary'],True,"['I ', 'think ', 'that ', 'red ', 'dress ', 'looks ', 'really ', 'good ', 'on ', 'you', ', ', 'but ', 'your ', 'mileage ', 'may ', 'vary', ', ', 'of ', 'course', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",True
Just stop beating around the bush and tell me what the problem is!,['beating around the bush'],['beating around the bush'],True,"['Just ', 'stop ', 'beating ', 'around ', 'the ', 'bush ', 'and ', 'tell ', 'me ', 'what ', 'the ', 'problem ', 'is', '!']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
"I'm telling you, if you sign that paper, you're playing with fire.",['playing with fire'],['playing with fire'],True,"['I', ""'m "", 'telling ', 'you', ', ', 'if ', 'you ', 'sign ', 'that ', 'paper', ', ', 'you', ""'re "", 'playing ', 'with ', 'fire', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"Finally we gave him the silent treatment, and for weeks before he died we neither spoke to him nor did he speak to us.",['silent treatment'],['silent treatment'],True,"['Finally ', 'we ', 'gave ', 'him ', 'the ', 'silent ', 'treatment', ', ', 'and ', 'for ', 'weeks ', 'before ', 'he ', 'died ', 'we ', 'neither ', 'spoke ', 'to ', 'him ', 'nor ', 'did ', 'he ', 'speak ', 'to ', 'us', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"Jay Branegan says each side will be preaching to the choir. ""Democrats will make the argument that's been successful with their base . . . [that] Republicans are merely helping the rich.""",['preaching to the choir'],['preaching to the choir'],True,"['Jay ', 'Branegan ', 'says ', 'each ', 'side ', 'will ', 'be ', 'preaching ', 'to ', 'the ', 'choir', '. ', '""', 'Democrats ', 'will ', 'make ', 'the ', 'argument ', 'that', ""'s "", 'been ', 'successful ', 'with ', 'their ', 'base ', '. ', '. ', '. ', '[', 'that', '] ', 'Republicans ', 'are ', 'merely ', 'helping ', 'the ', 'rich', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
His face rings a bell. I wonder if I know him from somewhere.,['rings a bell'],['rings a bell'],True,"['His ', 'face ', 'rings ', 'a ', 'bell', '. ', 'I ', 'wonder ', 'if ', 'I ', 'know ', 'him ', 'from ', 'somewhere', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"You know, cos he was like taking the piss out of them and they took the piss out of him.",['taking the piss'],['taking the piss'],True,"['You ', 'know', ', ', 'cos ', 'he ', 'was ', 'like ', 'taking ', 'the ', 'piss ', 'out ', 'of ', 'them ', 'and ', 'they ', 'took ', 'the ', 'piss ', 'out ', 'of ', 'him', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
He's either taking it easy or taking the piss by arriving at the eleventh hour.,['taking the piss'],['taking the piss'],True,"['He', ""'s "", 'either ', 'taking ', 'it ', 'easy ', 'or ', 'taking ', 'the ', 'piss ', 'by ', 'arriving ', 'at ', 'the ', 'eleventh ', 'hour', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",True
"If he doesn't win the next round, then his goose is cooked.",['goose is cooked'],['goose is cooked'],True,"['If ', 'he ', 'does', ""n't "", 'win ', 'the ', 'next ', 'round', ', ', 'then ', 'his ', 'goose ', 'is ', 'cooked', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"At first it seemed a good idea, but now it's getting close I'm having second thoughts.",['having second thoughts'],['having second thoughts'],True,"['At ', 'first ', 'it ', 'seemed ', 'a ', 'good ', 'idea', ', ', 'but ', 'now ', 'it', ""'s "", 'getting ', 'close ', 'I', ""'m "", 'having ', 'second ', 'thoughts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
I'm about ready to turn into a pumpkin. You can stay up later if you want.,['turn into a pumpkin'],['turn into a pumpkin'],True,"['I', ""'m "", 'about ', 'ready ', 'to ', 'turn ', 'into ', 'a ', 'pumpkin', '. ', 'You ', 'can ', 'stay ', 'up ', 'later ', 'if ', 'you ', 'want', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"My daughter turns into a pumpkin at 10:00, so you need to have her home before then.",['turns into a pumpkin'],['turns into a pumpkin'],True,"['My ', 'daughter ', 'turns ', 'into ', 'a ', 'pumpkin ', 'at ', '10:00', ', ', 'so ', 'you ', 'need ', 'to ', 'have ', 'her ', 'home ', 'before ', 'then', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"As you're so tired, why not try to catch forty winks before you leave?",['forty winks'],['forty winks'],True,"['As ', 'you', ""'re "", 'so ', 'tired', ', ', 'why ', 'not ', 'try ', 'to ', 'catch ', 'forty ', 'winks ', 'before ', 'you ', 'leave', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",True
He hit the nail on the head when he said the problem was the thermostat.,['hit the nail on the head'],['hit the nail on the head'],True,"['He ', 'hit ', 'the ', 'nail ', 'on ', 'the ', 'head ', 'when ', 'he ', 'said ', 'the ', 'problem ', 'was ', 'the ', 'thermostat', '.']","['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"We didn't tell our friends that we were dating, but I think they put two and two together.",['put two and two together'],['put two and two together'],True,"['We ', 'did', ""n't "", 'tell ', 'our ', 'friends ', 'that ', 'we ', 'were ', 'dating', ', ', 'but ', 'I ', 'think ', 'they ', 'put ', 'two ', 'and ', 'two ', 'together', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]",True
"Right off the bat, I can see that you need to see a doctor.",['off the bat'],['off the bat'],True,"['Right ', 'off ', 'the ', 'bat', ', ', 'I ', 'can ', 'see ', 'that ', 'you ', 'need ', 'to ', 'see ', 'a ', 'doctor', '.']","['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"The patient is feeling a little better, but she's not out of the woods yet.",['out of the woods'],['out of the woods'],True,"['The ', 'patient ', 'is ', 'feeling ', 'a ', 'little ', 'better', ', ', 'but ', 'she', ""'s "", 'not ', 'out ', 'of ', 'the ', 'woods ', 'yet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",True
The very date which put them beyond the pale as belligerents was that which they seem to have chosen in order to prove what active and valiant soldiers they still remained.,['beyond the pale'],['beyond the pale'],True,"['The ', 'very ', 'date ', 'which ', 'put ', 'them ', 'beyond ', 'the ', 'pale ', 'as ', 'belligerents ', 'was ', 'that ', 'which ', 'they ', 'seem ', 'to ', 'have ', 'chosen ', 'in ', 'order ', 'to ', 'prove ', 'what ', 'active ', 'and ', 'valiant ', 'soldiers ', 'they ', 'still ', 'remained', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"I was a burglary detective for three years before I joined the Speaker's Bureau, and you might say I managed to acquire a few things at a five-finger discount, if you catch my drift.",['five - finger discount'],['five - finger discount'],True,"['I ', 'was ', 'a ', 'burglary ', 'detective ', 'for ', 'three ', 'years ', 'before ', 'I ', 'joined ', 'the ', 'Speaker', ""'s "", 'Bureau', ', ', 'and ', 'you ', 'might ', 'say ', 'I ', 'managed ', 'to ', 'acquire ', 'a ', 'few ', 'things ', 'at ', 'a ', 'five', '-', 'finger ', 'discount', ', ', 'if ', 'you ', 'catch ', 'my ', 'drift', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",True
Winemakers are over the moon to be able to showcase the individual nuances within their vineyards.,['over the moon'],['over the moon'],True,"['Winemakers ', 'are ', 'over ', 'the ', 'moon ', 'to ', 'be ', 'able ', 'to ', 'showcase ', 'the ', 'individual ', 'nuances ', 'within ', 'their ', 'vineyards', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
The author's novels from her salad years lacked the sophistication and depth of her later works.,['salad years'],['salad years'],True,"['The ', 'author', ""'s "", 'novels ', 'from ', 'her ', 'salad ', 'years ', 'lacked ', 'the ', 'sophistication ', 'and ', 'depth ', 'of ', 'her ', 'later ', 'works', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
Harold: How is Sarah? I don't want to jump her while she's on the rag.,['on the rag'],['on the rag'],True,"['Harold', ': ', 'How ', 'is ', 'Sarah', '? ', 'I ', 'do', ""n't "", 'want ', 'to ', 'jump ', 'her ', 'while ', 'she', ""'s "", 'on ', 'the ', 'rag', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"He told me who he saw, but it went in one ear and out the other.",['went in one ear and out the other'],['went in one ear and out the other'],True,"['He ', 'told ', 'me ', 'who ', 'he ', 'saw', ', ', 'but ', 'it ', 'went ', 'in ', 'one ', 'ear ', 'and ', 'out ', 'the ', 'other', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0]",True
"I think I can do it quickly, but the exact schedule is still up in the air.",['up in the air'],['up in the air'],True,"['I ', 'think ', 'I ', 'can ', 'do ', 'it ', 'quickly', ', ', 'but ', 'the ', 'exact ', 'schedule ', 'is ', 'still ', 'up ', 'in ', 'the ', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
That road comes to a dead end at the lake.,['dead end'],['dead end'],True,"['That ', 'road ', 'comes ', 'to ', 'a ', 'dead ', 'end ', 'at ', 'the ', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",True
"Aerodynamics, my foot! The thing drives like a billboard.",['my foot'],['my foot'],True,"['Aerodynamics', ', ', 'my ', 'foot', '! ', 'The ', 'thing ', 'drives ', 'like ', 'a ', 'billboard', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
Acme's new technology will raise the bar for the entire industry.,['raise the bar'],['raise the bar'],True,"['Acme', ""'s "", 'new ', 'technology ', 'will ', 'raise ', 'the ', 'bar ', 'for ', 'the ', 'entire ', 'industry', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]",True
You can breathe easy knowing that your savings account is insured against loss.,['breathe easy'],['breathe easy'],True,"['You ', 'can ', 'breathe ', 'easy ', 'knowing ', 'that ', 'your ', 'savings ', 'account ', 'is ', 'insured ', 'against ', 'loss', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"His new car has all the bells and whistles, but it doesn't move through traffic jams any faster.",['bells and whistles'],['bells and whistles'],True,"['His ', 'new ', 'car ', 'has ', 'all ', 'the ', 'bells ', 'and ', 'whistles', ', ', 'but ', 'it ', 'does', ""n't "", 'move ', 'through ', 'traffic ', 'jams ', 'any ', 'faster', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"You can crank the engine until the cows come home, but it won’t start without fuel.",['until the cows come home'],['until the cows come home'],True,"['You ', 'can ', 'crank ', 'the ', 'engine ', 'until ', 'the ', 'cows ', 'come ', 'home', ', ', 'but ', 'it ', 'wo', 'n’t ', 'start ', 'without ', 'fuel', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"She's normally a quiet person, but she will talk a blue streak about fashion, if you let her.",['talk a blue streak'],['talk a blue streak'],True,"['She', ""'s "", 'normally ', 'a ', 'quiet ', 'person', ', ', 'but ', 'she ', 'will ', 'talk ', 'a ', 'blue ', 'streak ', 'about ', 'fashion', ', ', 'if ', 'you ', 'let ', 'her', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
Someone really needs to go put the kibosh on that noisy party.,['put the kibosh on'],['put the kibosh on'],True,"['Someone ', 'really ', 'needs ', 'to ', 'go ', 'put ', 'the ', 'kibosh ', 'on ', 'that ', 'noisy ', 'party', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",True
Everybody and his cousin will be in line for opening night with free popcorn!,['Everybody and his cousin'],['Everybody and his cousin'],True,"['Everybody ', 'and ', 'his ', 'cousin ', 'will ', 'be ', 'in ', 'line ', 'for ', 'opening ', 'night ', 'with ', 'free ', 'popcorn', '!']","['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"It is difficult, but possible to quit smoking cold turkey.",['cold turkey'],['cold turkey'],True,"['It ', 'is ', 'difficult', ', ', 'but ', 'possible ', 'to ', 'quit ', 'smoking ', 'cold ', 'turkey', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
