sentence,PIE,true_idioms,is_figurative,variant_number,Valid,variant_sentence,tokens,tags,tag_ids
"Die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.",['in Ungnade gefallen'],['in Ungnade gefallen'],True,3,V,"In der Chronik wurde ein Vorfall vermerkt, bei dem der prominenteste Verfechter der Methode bei einer Vorführung unglücklich von einer Bühne stürzte, was von Gegnern als schlechtes Omen interpretiert wurde, sodass die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.","['In', 'der', 'Chronik', 'wurde', 'ein', 'Vorfall', 'vermerkt', ',', 'bei', 'dem', 'der', 'prominenteste', 'Verfechter', 'der', 'Methode', 'bei', 'einer', 'Vorführung', 'unglücklich', 'von', 'einer', 'Bühne', 'stürzte', ',', 'was', 'von', 'Gegnern', 'als', 'schlechtes', 'Omen', 'interpretiert', 'wurde', ',', 'sodass', 'die', 'Praxis', 'scheint', 'um', '1847', 'in', 'Ungnade', 'gefallen', 'zu', 'sein', ',', 'als', 'Dewees', 'vorschlug', ',', 'dass', 'eine', 'Krankenschwester', 'oder', 'ein', 'anderer', 'Fachmann', 'für', 'diese', 'Aufgabe', 'eher', 'geeignet', 'sei', 'als', 'ein', 'Tier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.,['außer Frage'],['außer Frage'],True,1,V,"Auf dem Schaubild des Kunsthistorikers, wo ein großes Fragezeichen die ungeklärte Herkunft eines Konkurrenzwerks symbolisierte und gesicherte Fakten darum gruppiert wurden, die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.","['Auf', 'dem', 'Schaubild', 'des', 'Kunsthistorikers', ',', 'wo', 'ein', 'großes', 'Fragezeichen', 'die', 'ungeklärte', 'Herkunft', 'eines', 'Konkurrenzwerks', 'symbolisierte', 'und', 'gesicherte', 'Fakten', 'darum', 'gruppiert', 'wurden', ',', 'die', 'Verwurzelung', 'des', 'Meisters', 'des', 'Aachener', 'Altars', 'in', 'der', 'Kölner', 'Malerei', 'steht', 'außer', 'Frage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
Die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.,['außer Frage'],['außer Frage'],True,2,V,"Für die Prüfungsaufgabe, die eine detaillierte Analyse der internen Werkstattbeziehungen in Köln verlangte und alle anderen Aspekte explizit ausschloss, die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.","['Für', 'die', 'Prüfungsaufgabe', ',', 'die', 'eine', 'detaillierte', 'Analyse', 'der', 'internen', 'Werkstattbeziehungen', 'in', 'Köln', 'verlangte', 'und', 'alle', 'anderen', 'Aspekte', 'explizit', 'ausschloss', ',', 'die', 'Verwurzelung', 'des', 'Meisters', 'des', 'Aachener', 'Altars', 'in', 'der', 'Kölner', 'Malerei', 'steht', 'außer', 'Frage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
Die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.,['außer Frage'],['außer Frage'],True,3,V,"Nachdem die Moderatorin die Diskussion auf die ikonografische Deutung beschränkt hatte und Wortmeldungen erbat, die sich nur auf diesen Punkt bezogen, die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.","['Nachdem', 'die', 'Moderatorin', 'die', 'Diskussion', 'auf', 'die', 'ikonografische', 'Deutung', 'beschränkt', 'hatte', 'und', 'Wortmeldungen', 'erbat', ',', 'die', 'sich', 'nur', 'auf', 'diesen', 'Punkt', 'bezogen', ',', 'die', 'Verwurzelung', 'des', 'Meisters', 'des', 'Aachener', 'Altars', 'in', 'der', 'Kölner', 'Malerei', 'steht', 'außer', 'Frage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],['halbe Miete'],True,1,V,"Bei den Verhandlungen mit dem Vermieter, der wegen des Hundes Bedenken hatte, haben wir betont, dass eine gute Erziehung Schäden vermeidet und die pünktliche Zahlung sichert, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Bei', 'den', 'Verhandlungen', 'mit', 'dem', 'Vermieter', ',', 'der', 'wegen', 'des', 'Hundes', 'Bedenken', 'hatte', ',', 'haben', 'wir', 'betont', ',', 'dass', 'eine', 'gute', 'Erziehung', 'Schäden', 'vermeidet', 'und', 'die', 'pünktliche', 'Zahlung', 'sichert', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],['halbe Miete'],True,2,V,"Als wir den Mietvertrag für unsere erste gemeinsame Wohnung unterschrieben und gleichzeitig den Welpen adoptierten, wussten wir, dass klare Absprachen über Kosten und Pflichten entscheidend sein würden, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Als', 'wir', 'den', 'Mietvertrag', 'für', 'unsere', 'erste', 'gemeinsame', 'Wohnung', 'unterschrieben', 'und', 'gleichzeitig', 'den', 'Welpen', 'adoptierten', ',', 'wussten', 'wir', ',', 'dass', 'klare', 'Absprachen', 'über', 'Kosten', 'und', 'Pflichten', 'entscheidend', 'sein', 'würden', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],['halbe Miete'],True,3,V,"Für unsere Hundetagesstätte zahlen wir eine erhebliche Pacht, und der Erfolg, der diese Kosten deckt, hängt vollständig von unserem Umgang mit den Tieren ab, daher gilt: gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Für', 'unsere', 'Hundetagesstätte', 'zahlen', 'wir', 'eine', 'erhebliche', 'Pacht', ',', 'und', 'der', 'Erfolg', ',', 'der', 'diese', 'Kosten', 'deckt', ',', 'hängt', 'vollständig', 'von', 'unserem', 'Umgang', 'mit', 'den', 'Tieren', 'ab', ',', 'daher', 'gilt', ':', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hör’ jetzt endlich auf die beleidigte Leberwurst zu spielen.,['beleidigte Leberwurst'],['beleidigte Leberwurst'],True,1,V,"In unserem absurden Theaterstück ist das deine zugewiesene Rolle, aber du bist selbst unzufrieden und schmollst nur in der Ecke, hör’ jetzt endlich auf die beleidigte Leberwurst zu spielen.","['In', 'unserem', 'absurden', 'Theaterstück', 'ist', 'das', 'deine', 'zugewiesene', 'Rolle', ',', 'aber', 'du', 'bist', 'selbst', 'unzufrieden', 'und', 'schmollst', 'nur', 'in', 'der', 'Ecke', ',', 'hör', '’', 'jetzt', 'endlich', 'auf', 'die', 'beleidigte', 'Leberwurst', 'zu', 'spielen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
Hör’ jetzt endlich auf die beleidigte Leberwurst zu spielen.,['beleidigte Leberwurst'],['beleidigte Leberwurst'],True,2,V,"Beim Scharade-Spielen ist das der Begriff, den du darstellen sollst, doch anstatt es richtig zu versuchen, wirst du nur wütend auf das ratende Team, hör’ jetzt endlich auf die beleidigte Leberwurst zu spielen.","['Beim', 'Scharade', '-', 'Spielen', 'ist', 'das', 'der', 'Begriff', ',', 'den', 'du', 'darstellen', 'sollst', ',', 'doch', 'anstatt', 'es', 'richtig', 'zu', 'versuchen', ',', 'wirst', 'du', 'nur', 'wütend', 'auf', 'das', 'ratende', 'Team', ',', 'hör', '’', 'jetzt', 'endlich', 'auf', 'die', 'beleidigte', 'Leberwurst', 'zu', 'spielen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
Hör’ jetzt endlich auf die beleidigte Leberwurst zu spielen.,['beleidigte Leberwurst'],['beleidigte Leberwurst'],True,3,V,"In dieser Therapiesitzung geht es darum, Gefühle durch Rollenspiele auszudrücken, aber du weigerst dich teilzunehmen und schweigst nur bockig, hör’ jetzt endlich auf die beleidigte Leberwurst zu spielen.","['In', 'dieser', 'Therapiesitzung', 'geht', 'es', 'darum', ',', 'Gefühle', 'durch', 'Rollenspiele', 'auszudrücken', ',', 'aber', 'du', 'weigerst', 'dich', 'teilzunehmen', 'und', 'schweigst', 'nur', 'bockig', ',', 'hör', '’', 'jetzt', 'endlich', 'auf', 'die', 'beleidigte', 'Leberwurst', 'zu', 'spielen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"Schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.",['von  der  Hand  in  den  Mund  lebten'],['von der Hand in den Mund lebten'],True,1,V,"Bei der Versorgung der schwerverletzten Unfallopfer, die nicht mehr selbstständig essen konnten, waren alle überfordert, doch schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.","['Bei', 'der', 'Versorgung', 'der', 'schwerverletzten', 'Unfallopfer', ',', 'die', 'nicht', 'mehr', 'selbstständig', 'essen', 'konnten', ',', 'waren', 'alle', 'überfordert', ',', 'doch', 'schlechter', 'ging', 'es', 'da', 'den', 'Hilfskräften', ',', 'die', 'oft', 'nur', 'von', 'der', 'Hand', 'in', 'den', 'Mund', 'lebten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0]"
"Schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.",['von  der  Hand  in  den  Mund  lebten'],['von der Hand in den Mund lebten'],True,2,V,"In der Aufzuchtstation für verwaiste Tierjungen war die Fütterungszeit die größte Herausforderung des Tages, und besonders schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.","['In', 'der', 'Aufzuchtstation', 'für', 'verwaiste', 'Tierjungen', 'war', 'die', 'Fütterungszeit', 'die', 'größte', 'Herausforderung', 'des', 'Tages', ',', 'und', 'besonders', 'schlechter', 'ging', 'es', 'da', 'den', 'Hilfskräften', ',', 'die', 'oft', 'nur', 'von', 'der', 'Hand', 'in', 'den', 'Mund', 'lebten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0]"
"Schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.",['von  der  Hand  in  den  Mund  lebten'],['von der Hand in den Mund lebten'],True,3,V,"Während der Theaterprobe für das Stück über eine große Hungersnot mussten die Hauptdarsteller ihr Leid nur deklamieren, doch schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.","['Während', 'der', 'Theaterprobe', 'für', 'das', 'Stück', 'über', 'eine', 'große', 'Hungersnot', 'mussten', 'die', 'Hauptdarsteller', 'ihr', 'Leid', 'nur', 'deklamieren', ',', 'doch', 'schlechter', 'ging', 'es', 'da', 'den', 'Hilfskräften', ',', 'die', 'oft', 'nur', 'von', 'der', 'Hand', 'in', 'den', 'Mund', 'lebten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0]"
