variant_sentence,sentence,true_idioms,num_models_confused,total_models,confusion_rate,confused_models,id10m_num_models_confused,id10m_total_models,id10m_confusion_rate,id10m_confused_models,real_confused_models,num_real_confusions
"In einer Retrospektive ihrer Karriere als Stadtplanerin, die für den umstrittenen Ausbau der Infrastruktur in den besetzten Gebieten bekannt war, wurde ihr kontroverser Standpunkt hervorgehoben; 2002 erklärte sie, die palästinensischen Terroranschläge seien zwar nicht zu rechtfertigen, doch habe die israelische Politik ihnen „den Weg geebnet“.","2002 erklärte sie, die palästinensischen Terroranschläge seien zwar nicht zu rechtfertigen, doch habe die israelische Politik ihnen „den Weg geebnet“.",['den Weg geebnet'],0,9,0.0%,,0,9,0.0%,,,0
"Im Protokoll der Sonderkommission, die sowohl die Vergabe von Bauaufträgen für neue Transitrouten als auch die Ursachen der jüngsten Eskalation untersuchte, fand sich ihre Aussage; 2002 erklärte sie, die palästinensischen Terroranschläge seien zwar nicht zu rechtfertigen, doch habe die israelische Politik ihnen „den Weg geebnet“.","2002 erklärte sie, die palästinensischen Terroranschläge seien zwar nicht zu rechtfertigen, doch habe die israelische Politik ihnen „den Weg geebnet“.",['den Weg geebnet'],0,9,0.0%,,0,9,0.0%,,,0
"Nach dem Scheitern des Infrastrukturprojekts 'Wege zur Koexistenz', das neue Verbindungsstraßen schaffen sollte, aber stattdessen die Spannungen verschärfte, wurde ihre politische Analyse bekannt; 2002 erklärte sie, die palästinensischen Terroranschläge seien zwar nicht zu rechtfertigen, doch habe die israelische Politik ihnen „den Weg geebnet“.","2002 erklärte sie, die palästinensischen Terroranschläge seien zwar nicht zu rechtfertigen, doch habe die israelische Politik ihnen „den Weg geebnet“.",['den Weg geebnet'],0,9,0.0%,,0,9,0.0%,,,0
"Die Gruppe von Jurastudenten stand direkt vor der imposanten Statue der Justitia im Foyer des Gerichtsgebäudes, deren vergoldete Augenbinde das Licht reflektierte, während ihr Dozent über die Grundlagen des Verfassungsrechts sprach: „aber in der Sichtweise dieser Verfassung und vor den Augen des Gesetzes gibt es in diesem Land keine überlegene, dominierende, herrschende Klasse von Bürgern.“","Aber in der Sichtweise dieser Verfassung und vor den Augen des Gesetzes gibt es in diesem Land keine überlegene, dominierende, herrschende Klasse von Bürgern.",['den Augen des Gesetzes'],3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini",4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",gemini-2.5-flash-lite,1
"Der berüchtigte Richter, von allen nur 'das Gesetz' genannt, war bekannt für seinen durchdringenden Blick, mit dem er jeden im Saal zu mustern schien, als der junge Pflichtverteidiger sich ihm direkt zuwandte, um seinen zentralen Punkt zu machen: „aber in der Sichtweise dieser Verfassung und vor den Augen des Gesetzes gibt es in diesem Land keine überlegene, dominierende, herrschende Klasse von Bürgern.“","Aber in der Sichtweise dieser Verfassung und vor den Augen des Gesetzes gibt es in diesem Land keine überlegene, dominierende, herrschende Klasse von Bürgern.",['den Augen des Gesetzes'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, llama-4-scout, o3-mini",4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",gemini-2.5-flash-lite,1
"Die Künstlerkommission diskutierte den Entwurf für das neue Wandgemälde im Justizpalast, das eine allegorische Figur des Rechts mit großen, wachsamen Augen zeigte, die auf die darunter dargestellte Gesellschaft blickten. Darunter sollte stehen: „aber in der Sichtweise dieser Verfassung und vor den Augen des Gesetzes gibt es in diesem Land keine überlegene, dominierende, herrschende Klasse von Bürgern.“","Aber in der Sichtweise dieser Verfassung und vor den Augen des Gesetzes gibt es in diesem Land keine überlegene, dominierende, herrschende Klasse von Bürgern.",['den Augen des Gesetzes'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",gemini-2.5-flash-lite,1
"In der Archäologie-Abteilung des Museums, vor einer Vitrine, die ein kunstvoll geschnitztes Zepter und ein antikes, schachähnliches Spielbrett zeigte, erklärte der Kurator den Fund mit einer Metapher: „das ist die Zuchtrute Gottes, mit der Moses sein Volk in Schach gehalten hat!“","Das ist die Zuchtrute Gottes, mit der Moses sein Volk in Schach gehalten hat!",['in Schach gehalten'],1,9,11.1%,llama-4-scout,4,9,44.4%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, llama-4-scout, qwen-2.5-72b-instruct",,0
"Während der Podiumsdiskussion über strategische Führung in antiken Schachspielen, bei der ein Theologe die Exodus-Geschichte als ein großes strategisches Spiel analysierte, argumentierte er: „Das ist die Zuchtrute Gottes, mit der Moses sein Volk in Schach gehalten hat!“","Das ist die Zuchtrute Gottes, mit der Moses sein Volk in Schach gehalten hat!",['in Schach gehalten'],1,9,11.1%,gemini-2.5-flash-lite,4,9,44.4%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, llama-4-scout, qwen-2.5-72b-instruct",,0
"Der exzentrische Milliardär präsentierte stolz ein altes Holzstück neben einem Elfenbein-Schachspiel, dessen Figuren das Volk Israel darstellten, und legte es über die Figuren auf dem Brett. Für das Spiel erklärte er: „Das ist die Zuchtrute Gottes, mit der Moses sein Volk in Schach gehalten hat!“","Das ist die Zuchtrute Gottes, mit der Moses sein Volk in Schach gehalten hat!",['in Schach gehalten'],0,9,0.0%,,4,9,44.4%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, llama-4-scout, qwen-2.5-72b-instruct",,0
"Während der großen Parade, wurde zur Überwindung von Barrieren eine symbolische Menschenkette gebildet und alle Teilnehmer fassten sich an den Fingern. Behörden und die Schwulenbewegung arbeiteten erfolgreich Hand in Hand.",Behörden und die Schwulenbewegung arbeiteten erfolgreich Hand in Hand.,['Hand in Hand'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der gemeinsamen Katastrophenschutzübung, wurde das richtige Vorgehen zum Bilden einer Rettungskette zur Bergung von Verletzten geübt. Behörden und die Schwulenbewegung arbeiteten erfolgreich Hand in Hand.",Behörden und die Schwulenbewegung arbeiteten erfolgreich Hand in Hand.,['Hand in Hand'],0,9,0.0%,,0,9,0.0%,,,0
"In der Kunstwerkstatt, gestalteten sie eine Skulptur als Symbol der Einheit und machten dabei Gipsabdrücke ihrer ineinander verschlungenen Finger. Behörden und die Schwulenbewegung arbeiteten erfolgreich Hand in Hand.",Behörden und die Schwulenbewegung arbeiteten erfolgreich Hand in Hand.,['Hand in Hand'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der Neugestaltung der Rettungswache, werden die Einsatzfahrzeuge nun kreisförmig um die große, zentrale Turmanzeige geparkt. An dieser ist ein Rettungswagen rund um die Uhr einsatzbereit, der auch außerhalb des Flughafenbereichs für die normale Notfallrettung eingesetzt wird.","An dieser ist ein Rettungswagen rund um die Uhr einsatzbereit, der auch außerhalb des Flughafenbereichs für die normale Notfallrettung eingesetzt wird.",['rund um die Uhr'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout",gpt-4o,1
"Im Rahmen der Sicherheitsübung mit dem Codenamen 'Ziffernblatt' wurde das Team beauftragt, ein kreisförmiges Terminal zu sichern. An dieser ist ein Rettungswagen rund um die Uhr einsatzbereit, der auch außerhalb des Flughafenbereichs für die normale Notfallrettung eingesetzt wird.","An dieser ist ein Rettungswagen rund um die Uhr einsatzbereit, der auch außerhalb des Flughafenbereichs für die normale Notfallrettung eingesetzt wird.",['rund um die Uhr'],1,9,11.1%,gpt-4o-mini,3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout",,0
"Während der aufwendigen Reparaturarbeiten am historischen Chronometer in der Haupthalle, das nun von Absperrungen umgeben ist, wurde eine Rettungsstelle für die gefährlichen Bauarbeiten aufgestellt. An dieser ist ein Rettungswagen rund um die Uhr einsatzbereit, der auch außerhalb des Flughafenbereichs für die normale Notfallrettung eingesetzt wird.","An dieser ist ein Rettungswagen rund um die Uhr einsatzbereit, der auch außerhalb des Flughafenbereichs für die normale Notfallrettung eingesetzt wird.",['rund um die Uhr'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, llama-4-scout",gpt-4o,1
"Als die Ermittler das aufwendig aus Schrottteilen gefertigte Fluchtfahrzeug in der verlassenen Werkstatt fanden und die einzigartigen Schweißnähte erkannten, hier wird nun deutlich, dass Marek nicht tot ist, sondern mit den anderen gemeinsame Sache gemacht hat.","Hier wird nun deutlich, dass Marek nicht tot ist, sondern mit den anderen gemeinsame Sache gemacht hat.",['gemeinsame Sache gemacht'],1,9,11.1%,llama-4-scout,3,9,33.3%,"claude-sonnet-4-20250514, llama-4-scout, o3-mini",,0
"Nachdem der Auktionator das Triptychon enthüllte, dessen einzelne Teile von verschiedenen, vermeintlich verfeindeten Künstlern stammten, und Mareks charakteristischer Pinselstrich im Mittelteil zu sehen war, hier wird nun deutlich, dass Marek nicht tot ist, sondern mit den anderen gemeinsame Sache gemacht hat.","Hier wird nun deutlich, dass Marek nicht tot ist, sondern mit den anderen gemeinsame Sache gemacht hat.",['gemeinsame Sache gemacht'],1,9,11.1%,llama-4-scout,3,9,33.3%,"claude-sonnet-4-20250514, llama-4-scout, o3-mini",,0
"Bei der Testamentseröffnung wurde ein letztes, gemeinschaftlich verfasstes Manuskript über ein umstrittenes historisches Ereignis vorgelegt, und angesichts seiner Unterschrift auf der letzten Seite hier wird nun deutlich, dass Marek nicht tot ist, sondern mit den anderen gemeinsame Sache gemacht hat.","Hier wird nun deutlich, dass Marek nicht tot ist, sondern mit den anderen gemeinsame Sache gemacht hat.",['gemeinsame Sache gemacht'],1,9,11.1%,llama-4-scout,3,9,33.3%,"claude-sonnet-4-20250514, llama-4-scout, o3-mini",,0
"Die Restaurierungswerkstatt, wo das zentrale Ausstellungsstück eine riesige antike Standuhr war, deren Gehäuse kunstvoll mit Familienszenen verziert war, gehörte einer Familie in der alle Mitglieder schwer krank. Um sich um diese zu kümmern wurde ein Team unter der Leitung von Alice eingestellt. Alice und die Ärzte pflegten die Familie rund um die Uhr.",Alice und die Ärzte pflegten die Familie rund um die Uhr.,['rund um die Uhr'],2,9,22.2%,"gpt-4o-mini, llama-4-scout",1,9,11.1%,gpt-4o-mini,llama-4-scout,1
"Der Regisseur war besessen von der Symbolik des Zeitablaufs für seine Krankenhausszene, daher mussten die Schauspieler ihre Positionen präzise einhalten, damit die Kamera die Szene einfangen konnte. Die Handlung der Szene ist kurz gesagt: Alice und die Ärzte pflegten die Familie rund um die Uhr.",Alice und die Ärzte pflegten die Familie rund um die Uhr.,['rund um die Uhr'],1,9,11.1%,gpt-4o-mini,1,9,11.1%,gpt-4o-mini,,0
"Im botanischen Garten war die Pflege der seltenen Orchideengattung, die ringförmig um die berühmte Sonnenuhr gepflanzt war, die anspruchsvollste Aufgabe, da die Orichdeenfamilie ständige Aufmerksamkeit erfordert um am leben gehalten zu werden. Alice und die Ärzte pflegten die Familie rund um die Uhr.",Alice und die Ärzte pflegten die Familie rund um die Uhr.,['rund um die Uhr'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Ihr aktueller Fall dreht sich um Korruption bei der Stadtplanung, weshalb sie ständig Baupläne mit eingezeichneten Querstraßen und Verkehrsknotenpunkten studieren müssen. Es gibt aber ein unvermeidliches Problem bei den Ermittlungen: Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.","Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.",['in die Quere kommen'],0,9,0.0%,,0,9,0.0%,,,0
"Die Ermittlungen konzentrieren sich auf ein weitläufiges Lagerhaus mit unzähligen, schmalen Regalgängen, in denen man sich nur schwer aus dem Weg gehen kann. Ausserdem arbeiten mehrere Parteien an den Ermittlungen und es zeigt sich ein problem welches es schon oft gab: Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.","Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.",['in die Quere kommen'],0,9,0.0%,,0,9,0.0%,,,0
"Die Ermittler müssen einem Verdächtigen während des jährlichen Stadtmarathons folgen, bei dem Tausende von Läufern die Straßen kreuzen und das Vorankommen extrem erschwert wird, und in dieser Situationen passiert etwas was schon in vielen vollkommen unterschiedlichen Fällen passiert ist: Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.","Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.",['in die Quere kommen'],0,9,0.0%,,0,9,0.0%,,,0
"In der Dunkelkammer arbeiteten die Fotografen daran, das komplizierte Verhältnis zweier abgebildeter Personen auf einem Foto sichtbar zu machen. Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.","Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.",['ans Licht kommt'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Der Regisseur und der Bühnentechniker probten die heikle Szene, in der das Verhältnis der Hauptfiguren durch einen gezielten Scheinwerfer enthüllt werden sollte. Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.","Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.",['ans Licht kommt'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Die Forensiker untersuchten mit UV-Strahlung ein Dokument, um eine verborgene Verbindung zwischen zwei Verdächtigen zu enthüllen. Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.","Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.",['ans Licht kommt'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Beim Veteranentreffen der Langstreckenläufer sprachen wir über die veränderten Trainingsmethoden und die neuen Routenführungen beim jährlichen Marathon. Einer der philosophischen Veteranen sagte: „Wir waren eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.“","Eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.",['auf der Strecke bleiben'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Wir, die alten Lokführer erinnerten sich an die Umstellung von Dampf- auf Elektroloks und die Stilllegung vieler Nebenlinien, die unsere Heimatorte verbanden. Und auch Allgemein; wir waren eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.","Eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.",['auf der Strecke bleiben'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Im Rückblick auf unsere anspruchsvolle Alpenüberquerung als Jugendliche diskutierten wir die unvorhersehbaren Wetterumschwünge und die Erosion, die die Pfade verändert hatte. Und auch allgemein; wir waren eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.","Eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.",['auf der Strecke bleiben'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Der Kunstkritiker wies auf die seltsam leblose und versiegelte Darstellung des Mundes in Zhangs Selbstporträt-Büste hin, ein Detail von unheimlicher Voraussicht, denn obwohl Zhang nach den 1940er Jahren intellektuell mundtot gemacht wurde, war er bis dahin ein außergewöhnlich produktiver Schreiber.","Obwohl Zhang nach den 1940er Jahren intellektuell mundtot gemacht wurde, war er bis dahin ein außergewöhnlich produktiver Schreiber.",['mundtot gemacht'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Bei der Restaurierung der alten Marionette, deren Mundmechanismus defekt war und sie für immer stumm ließ, dachte der Archivar an das Schicksal ihres Schöpfers, denn obwohl Zhang nach den 1940er Jahren intellektuell mundtot gemacht wurde, war er bis dahin ein außergewöhnlich produktiver Schreiber.","Obwohl Zhang nach den 1940er Jahren intellektuell mundtot gemacht wurde, war er bis dahin ein außergewöhnlich produktiver Schreiber.",['mundtot gemacht'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"In seinen Kriminalromanen beschrieb er oft drastische Methoden, um Zeugen physisch am Sprechen zu hindern, und schuf so eine düstere Parallele zu seinem eigenen späteren Schicksal, denn obwohl Zhang nach den 1940er Jahren intellektuell mundtot gemacht wurde, war er bis dahin ein außergewöhnlich produktiver Schreiber.","Obwohl Zhang nach den 1940er Jahren intellektuell mundtot gemacht wurde, war er bis dahin ein außergewöhnlich produktiver Schreiber.",['mundtot gemacht'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Beim Studium der topografischen Medizingeschichte, die ein abgelegenes Sanatorium in einem Tal namens Ungnade erwähnte, in dem umstrittene Methoden angewandt wurden, die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.","Die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.",['in Ungnade gefallen'],4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",qwen-2.5-72b-instruct,1
"Der Bericht beschrieb nicht nur die ethischen Bedenken, sondern auch den physischen Zusammenbruch des speziell angefertigten Behandlungsstuhls, der ohne Anmut zu Boden krachte, weshalb die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.","Die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.",['in Ungnade gefallen'],3,9,33.3%,"gpt-4o, llama-4-scout, qwen-2.5-72b-instruct",3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",qwen-2.5-72b-instruct,1
"In der Chronik wurde ein Vorfall vermerkt, bei dem der prominenteste Verfechter der Methode bei einer Vorführung unglücklich von einer Bühne stürzte, was von Gegnern als schlechtes Omen interpretiert wurde, sodass die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.","Die Praxis scheint um 1847 in Ungnade gefallen zu sein, als Dewees vorschlug, dass eine Krankenschwester oder ein anderer Fachmann für diese Aufgabe eher geeignet sei als ein Tier.",['in Ungnade gefallen'],3,9,33.3%,"gpt-4o, llama-4-scout, qwen-2.5-72b-instruct",3,9,33.3%,"gpt-4o, gpt-4o-mini, llama-4-scout",qwen-2.5-72b-instruct,1
"In dem exklusiven Veteranenverein, wo Neulinge lange als unerwünscht galten und nur Mitglieder mit jahrzehntelanger Erfahrung zu den Hauptversammlungen zugelassen wurden, ändert sich die Stimmung, in jüngster Zeit werden ab und zu auch die Grünen eingeladen.",In jüngster Zeit werden ab und zu auch die Grünen eingeladen.,['ab und zu'],5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, o3-mini, qwen-2.5-72b-instruct",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini","gpt-4o, qwen-2.5-72b-instruct",2
"Nachdem der Zen-Garten jahrzehntelang streng nach monochromen Prinzipien gestaltet wurde, bei denen nur weiße Steine und rote Ahornbäume erlaubt waren, hat sich die Gestaltungsphilosophie geändert, in jüngster Zeit werden ab und zu auch die Grünen eingeladen.",In jüngster Zeit werden ab und zu auch die Grünen eingeladen.,['ab und zu'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, o3-mini",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini",gpt-4o,1
"Bei der Demonstration des neuen Smart-Home-Sicherheitssystems, das bestimmte Lichtkreise je nach Status entweder komplett vom Netz trennt oder den Zugang schließt, wurde das neue Protokoll erklärt, in jüngster Zeit werden ab und zu auch die Grünen eingeladen.",In jüngster Zeit werden ab und zu auch die Grünen eingeladen.,['ab und zu'],5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, o3-mini, qwen-2.5-72b-instruct",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini","gpt-4o, qwen-2.5-72b-instruct",2
"Seine Verhandlungstaktik bestand darin, Gespräche abrupt zu beenden und Aktenordner laut zu schließen, und während seiner langen Jahre im Kongress brach er ab und zu mit seinen Südstaatenkollegen und folgte seinem eigenen Gewissen.",Während seiner langen Jahre im Kongress brach er ab und zu mit seinen Südstaatenkollegen und folgte seinem eigenen Gewissen.,['ab und zu'],3,9,33.3%,"gpt-4o, gpt-4o-mini, o3-mini",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini",gpt-4o,1
"Als Regisseur der Laientheatergruppe des Kapitols war er dafür bekannt, Szenen mittendrin abzubrechen und den Vorhang zuziehen zu lassen, und während seiner langen Jahre im Kongress brach er ab und zu mit seinen Südstaatenkollegen und folgte seinem eigenen Gewissen.",Während seiner langen Jahre im Kongress brach er ab und zu mit seinen Südstaatenkollegen und folgte seinem eigenen Gewissen.,['ab und zu'],5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, o3-mini, qwen-2.5-72b-instruct",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini","gpt-4o, qwen-2.5-72b-instruct",2
"Bei seinem Hobby, dem Modellbau, war seine Methode stets dieselbe: überstehende Teile sauber abbrechen und dann die Gehäuse fest zudrücken, und während seiner langen Jahre im Kongress brach er ab und zu mit seinen Südstaatenkollegen und folgte seinem eigenen Gewissen.",Während seiner langen Jahre im Kongress brach er ab und zu mit seinen Südstaatenkollegen und folgte seinem eigenen Gewissen.,['ab und zu'],2,9,22.2%,"gemini-2.5-flash-lite, o3-mini",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, o3-mini",,0
"Bei der Versorgung der schwerverletzten Unfallopfer, die nicht mehr selbstständig essen konnten, waren alle überfordert, doch schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.","Schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.",['von der Hand in den Mund lebten'],3,9,33.3%,"gemini-2.5-flash-lite, llama-4-scout, qwen-2.5-72b-instruct",2,9,22.2%,"claude-sonnet-4-20250514, llama-4-scout","gemini-2.5-flash-lite, qwen-2.5-72b-instruct",2
"In der Aufzuchtstation für verwaiste Tierjungen war die Fütterungszeit die größte Herausforderung des Tages, und besonders schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.","Schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.",['von der Hand in den Mund lebten'],3,9,33.3%,"llama-4-scout, o3-mini, qwen-2.5-72b-instruct",2,9,22.2%,"claude-sonnet-4-20250514, llama-4-scout","o3-mini, qwen-2.5-72b-instruct",2
"Während der Theaterprobe für das Stück über eine große Hungersnot mussten die Hauptdarsteller ihr Leid nur deklamieren, doch schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.","Schlechter ging es da den Hilfskräften, die oft nur von der Hand in den Mund lebten.",['von der Hand in den Mund lebten'],4,9,44.4%,"claude-sonnet-4-20250514, gpt-4o, llama-4-scout, qwen-2.5-72b-instruct",2,9,22.2%,"claude-sonnet-4-20250514, llama-4-scout","gpt-4o, qwen-2.5-72b-instruct",2
"In der hitzigen Diskussion über die Zulassungskriterien für neue Usenet-Gruppen ging es auch um die Frage, ob Gruppen, die sich auf spezifische Fetische wie Trichophilie konzentrierten, eine eigene Charta erhalten sollten. Ein bemerkenswert früher Versuch, eine zoophile soziale Struktur zu schaffen, die sich auf den sozialen und psychologischen Support spezialisierte, war die Newsgroup soc.support.zoophilia, welche 1994 vorgeschlagen wurde, aber um ein Haar an der benötigten 2/3-Mehrheit scheiterte.","Ein bemerkenswert früher Versuch, eine zoophile soziale Struktur zu schaffen, die sich auf den sozialen und psychologischen Support spezialisierte, war die Newsgroup soc.support.zoophilia, welche 1994 vorgeschlagen wurde, aber um ein Haar an der benötigten 2/3-Mehrheit scheiterte.",['um ein Haar'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Die Abstimmungsrichtlinien im Usenet waren oft Gegenstand von Debatten, die sich an kleinsten Details aufhingen, und die Moderatoren bezeichneten diesen Prozess intern als Haarspalterei. Ein bemerkenswert früher Versuch, eine zoophile soziale Struktur zu schaffen, die sich auf den sozialen und psychologischen Support spezialisierte, war die Newsgroup soc.support.zoophilia, welche 1994 vorgeschlagen wurde, aber um ein Haar an der benötigten 2/3-Mehrheit scheiterte.","Ein bemerkenswert früher Versuch, eine zoophile soziale Struktur zu schaffen, die sich auf den sozialen und psychologischen Support spezialisierte, war die Newsgroup soc.support.zoophilia, welche 1994 vorgeschlagen wurde, aber um ein Haar an der benötigten 2/3-Mehrheit scheiterte.",['um ein Haar'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Bei der historischen Aufarbeitung der frühen Internetkultur analysierte ein Forscherteam die Archive alter Abstimmungen und verglich die Erfolgsquoten von Gruppen, die sich mit kontroversen sozialen Themen befassten, mit denen, die sich um triviale Dinge wie Frisurenberatung drehten. Ein bemerkenswert früher Versuch, eine zoophile soziale Struktur zu schaffen, die sich auf den sozialen und psychologischen Support spezialisierte, war die Newsgroup soc.support.zoophilia, welche 1994 vorgeschlagen wurde, aber um ein Haar an der benötigten 2/3-Mehrheit scheiterte.","Ein bemerkenswert früher Versuch, eine zoophile soziale Struktur zu schaffen, die sich auf den sozialen und psychologischen Support spezialisierte, war die Newsgroup soc.support.zoophilia, welche 1994 vorgeschlagen wurde, aber um ein Haar an der benötigten 2/3-Mehrheit scheiterte.",['um ein Haar'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Nach einem unglücklichen Vorfall während einer Besichtigung der ministeriellen Gewächshäuser, bei dem er eine kleine Augenverletzung durch eine dornige Pflanze erlitt, wurde sein Fall zum Paradebeispiel für bürokratische Hürden, dabei blieb er allerdings politisch eher ein Hinterbänkler und blieb stets ein Dorn im Auge der Ministerialbürokratie.",Dabei blieb er allerdings politisch eher ein Hinterbänkler und blieb stets ein Dorn im Auge der Ministerialbürokratie.,['Dorn im Auge'],0,9,0.0%,,0,9,0.0%,,,0
