sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	predicted_idioms	ratios	hallucinated	predicted_tags
Give me the bigger hammer. This little one just doesn't cut the mustard.	['cut the mustard']	On the factory floor, the new hire couldn't get the caked-on mustard resin off the mixing vat with his standard-issue mallet, prompting the shift supervisor to step in. 'Give me the bigger hammer. This little one just doesn't cut the mustard'.	3	"['On', 'the', 'factory', 'floor', ',', 'the', 'new', 'hire', 'couldn', ""'"", 't', 'get', 'the', 'caked', '-', 'on', 'mustard', 'resin', 'off', 'the', 'mixing', 'vat', 'with', 'his', 'standard', '-', 'issue', 'mallet', ',', 'prompting', 'the', 'shift', 'supervisor', 'to', 'step', 'in', '.', ""'"", 'Give', 'me', 'the', 'bigger', 'hammer', '.', 'This', 'little', 'one', 'just', 'doesn', ""'"", 't', 'cut', 'the', 'mustard', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	english	['cut the mustard']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Give me the bigger hammer. This little one just doesn't cut the mustard.	['cut the mustard']	While setting up the new deli display, the manager tried to crack open a massive, rock-hard wheel of aged, crystalline mustard with a small mallet, but after several failed attempts he motioned to his assistant. 'Give me the bigger hammer. This little one just doesn't cut the mustard'.	4	"['While', 'setting', 'up', 'the', 'new', 'deli', 'display', ',', 'the', 'manager', 'tried', 'to', 'crack', 'open', 'a', 'massive', ',', 'rock', '-', 'hard', 'wheel', 'of', 'aged', ',', 'crystalline', 'mustard', 'with', 'a', 'small', 'mallet', ',', 'but', 'after', 'several', 'failed', 'attempts', 'he', 'motioned', 'to', 'his', 'assistant', '.', ""'"", 'Give', 'me', 'the', 'bigger', 'hammer', '.', 'This', 'little', 'one', 'just', 'doesn', ""'"", 't', 'cut', 'the', 'mustard', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	english	['cut the mustard']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Give me the bigger hammer. This little one just doesn't cut the mustard.	['cut the mustard']	The farmer was trying to break open the incredibly tough, woody stalks of the harvested mustard plants to get to the seeds, but his small mallet was just bouncing off, so he called over to the barn. 'Give me the bigger hammer. This little one just doesn't cut the mustard'.	5	"['The', 'farmer', 'was', 'trying', 'to', 'break', 'open', 'the', 'incredibly', 'tough', ',', 'woody', 'stalks', 'of', 'the', 'harvested', 'mustard', 'plants', 'to', 'get', 'to', 'the', 'seeds', ',', 'but', 'his', 'small', 'mallet', 'was', 'just', 'bouncing', 'off', ',', 'so', 'he', 'called', 'over', 'to', 'the', 'barn', '.', ""'"", 'Give', 'me', 'the', 'bigger', 'hammer', '.', 'This', 'little', 'one', 'just', 'doesn', ""'"", 't', 'cut', 'the', 'mustard', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	english	['cut the mustard']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Our marriage went through a difficult time, but now it is on the mend.	['on the mend']	As we sat together on the huge pile of clothes that needed stitching for our tailoring business, I explained to my friend that our marriage went through a difficult time, but now it is on the mend.	1	['As', 'we', 'sat', 'together', 'on', 'the', 'huge', 'pile', 'of', 'clothes', 'that', 'needed', 'stitching', 'for', 'our', 'tailoring', 'business', ',', 'I', 'explained', 'to', 'my', 'friend', 'that', 'our', 'marriage', 'went', 'through', 'a', 'difficult', 'time', ',', 'but', 'now', 'it', 'is', 'on', 'the', 'mend', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	english	['on the mend']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Our marriage went through a difficult time, but now it is on the mend.	['on the mend']	While painstakingly stitching the antique family quilt that had been ripped during one of our worst fights, I looked over at my partner and said that our marriage went through a difficult time, but now it is on the mend.	2	['While', 'painstakingly', 'stitching', 'the', 'antique', 'family', 'quilt', 'that', 'had', 'been', 'ripped', 'during', 'one', 'of', 'our', 'worst', 'fights', ',', 'I', 'looked', 'over', 'at', 'my', 'partner', 'and', 'said', 'that', 'our', 'marriage', 'went', 'through', 'a', 'difficult', 'time', ',', 'but', 'now', 'it', 'is', 'on', 'the', 'mend', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	english	['on the mend']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Our marriage went through a difficult time, but now it is on the mend.	['on the mend']	Leading a textile restoration workshop and using a personal story to illustrate a difficult repair technique, I explained to the class that our marriage went through a difficult time, but now it is on the mend.	3	['Leading', 'a', 'textile', 'restoration', 'workshop', 'and', 'using', 'a', 'personal', 'story', 'to', 'illustrate', 'a', 'difficult', 'repair', 'technique', ',', 'I', 'explained', 'to', 'the', 'class', 'that', 'our', 'marriage', 'went', 'through', 'a', 'difficult', 'time', ',', 'but', 'now', 'it', 'is', 'on', 'the', 'mend', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	english	['on the mend']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Our marriage went through a difficult time, but now it is on the mend.	['on the mend']	After a long session of couples therapy where our counselor suggested we restart our old hobby, we sat down with the basket of damaged clothes, and I reflected that our marriage went through a difficult time, but now it is on the mend.	4	['After', 'a', 'long', 'session', 'of', 'couples', 'therapy', 'where', 'our', 'counselor', 'suggested', 'we', 'restart', 'our', 'old', 'hobby', ',', 'we', 'sat', 'down', 'with', 'the', 'basket', 'of', 'damaged', 'clothes', ',', 'and', 'I', 'reflected', 'that', 'our', 'marriage', 'went', 'through', 'a', 'difficult', 'time', ',', 'but', 'now', 'it', 'is', 'on', 'the', 'mend', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	english	['on the mend']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Our marriage went through a difficult time, but now it is on the mend.	['on the mend']	The therapist asked me to describe the state of my relationship using the items in my workshop as a metaphor, so I pointed to the half-repaired tapestry and said that our marriage went through a difficult time, but now it is on the mend.	5	['The', 'therapist', 'asked', 'me', 'to', 'describe', 'the', 'state', 'of', 'my', 'relationship', 'using', 'the', 'items', 'in', 'my', 'workshop', 'as', 'a', 'metaphor', ',', 'so', 'I', 'pointed', 'to', 'the', 'half', '-', 'repaired', 'tapestry', 'and', 'said', 'that', 'our', 'marriage', 'went', 'through', 'a', 'difficult', 'time', ',', 'but', 'now', 'it', 'is', 'on', 'the', 'mend', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	english	['on the mend']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	['laundry list']	While sorting clothes and filling out the detailed form for the dry cleaner, my roommate gestured to the pile of paperwork and sighed, stating that among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	1	"['While', 'sorting', 'clothes', 'and', 'filling', 'out', 'the', 'detailed', 'form', 'for', 'the', 'dry', 'cleaner', ',', 'my', 'roommate', 'gestured', 'to', 'the', 'pile', 'of', 'paperwork', 'and', 'sighed', ',', 'stating', 'that', 'among', 'the', 'laundry', 'list', 'of', 'inconveniences', 'most', 'of', 'us', 'can', ""'"", 't', 'abide', ':', 'cold', 'coffee', ',', 'airport', 'delays', ',', 'the', 'high', 'price', 'of', 'gasoline', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['laundry list']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	['laundry list']	The hotel manager was reviewing customer feedback, holding a crumpled note from a guest about missing socks and a stained shirt, and remarked to his colleague that among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	2	"['The', 'hotel', 'manager', 'was', 'reviewing', 'customer', 'feedback', ',', 'holding', 'a', 'crumpled', 'note', 'from', 'a', 'guest', 'about', 'missing', 'socks', 'and', 'a', 'stained', 'shirt', ',', 'and', 'remarked', 'to', 'his', 'colleague', 'that', 'among', 'the', 'laundry', 'list', 'of', 'inconveniences', 'most', 'of', 'us', 'can', ""'"", 't', 'abide', ':', 'cold', 'coffee', ',', 'airport', 'delays', ',', 'the', 'high', 'price', 'of', 'gasoline', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['laundry list']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	['laundry list']	In the brainstorming session for a new home organization app, the facilitator pointed to a sample screen displaying an itemized inventory of garments needing washing and summarized the group's input by saying that it seems that among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	3	"['In', 'the', 'brainstorming', 'session', 'for', 'a', 'new', 'home', 'organization', 'app', ',', 'the', 'facilitator', 'pointed', 'to', 'a', 'sample', 'screen', 'displaying', 'an', 'itemized', 'inventory', 'of', 'garments', 'needing', 'washing', 'and', 'summarized', 'the', 'group', ""'"", 's', 'input', 'by', 'saying', 'that', 'it', 'seems', 'that', 'among', 'the', 'laundry', 'list', 'of', 'inconveniences', 'most', 'of', 'us', 'can', ""'"", 't', 'abide', ':', 'cold', 'coffee', ',', 'airport', 'delays', ',', 'the', 'high', 'price', 'of', 'gasoline', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['laundry list']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	['laundry list']	After an exhaustive day of errands that included a frustrating trip to the laundromat to dispute a charge, he told his partner that the day's events proved that among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	4	"['After', 'an', 'exhaustive', 'day', 'of', 'errands', 'that', 'included', 'a', 'frustrating', 'trip', 'to', 'the', 'laundromat', 'to', 'dispute', 'a', 'charge', ',', 'he', 'told', 'his', 'partner', 'that', 'the', 'day', ""'"", 's', 'events', 'proved', 'that', 'among', 'the', 'laundry', 'list', 'of', 'inconveniences', 'most', 'of', 'us', 'can', ""'"", 't', 'abide', ':', 'cold', 'coffee', ',', 'airport', 'delays', ',', 'the', 'high', 'price', 'of', 'gasoline', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['laundry list']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	['laundry list']	The concierge, while preparing a guest's garments with a detailed tag for the express cleaning service, listened to the man's travel woes and nodded sympathetically, confirming that among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.	5	"['The', 'concierge', ',', 'while', 'preparing', 'a', 'guest', ""'"", 's', 'garments', 'with', 'a', 'detailed', 'tag', 'for', 'the', 'express', 'cleaning', 'service', ',', 'listened', 'to', 'the', 'man', ""'"", 's', 'travel', 'woes', 'and', 'nodded', 'sympathetically', ',', 'confirming', 'that', 'among', 'the', 'laundry', 'list', 'of', 'inconveniences', 'most', 'of', 'us', 'can', ""'"", 't', 'abide', ':', 'cold', 'coffee', ',', 'airport', 'delays', ',', 'the', 'high', 'price', 'of', 'gasoline', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['laundry list']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I wouldn't trade you away for all the tea in China.	['all the tea in China']	The Beijing consortium's final offer for my chief engineer included exclusive control over their nation's entire beverage export market, yet looking at my loyal partner, I realized- 'I wouldn't trade you away for all the tea in China'.	2	"['The', 'Beijing', 'consortium', ""'"", 's', 'final', 'offer', 'for', 'my', 'chief', 'engineer', 'included', 'exclusive', 'control', 'over', 'their', 'nation', ""'"", 's', 'entire', 'beverage', 'export', 'market', ',', 'yet', 'looking', 'at', 'my', 'loyal', 'partner', ',', 'I', 'realized', '-', ""'"", 'I', 'wouldn', ""'"", 't', 'trade', 'you', 'away', 'for', 'all', 'the', 'tea', 'in', 'China', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0]	english	"[""i wouldn't trade you away for all the tea in china""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
